edge_index,distance
0,0.42196172
1,1.0736724
2,2.6906133
3,1.4422381
4,1.0404395
5,2.7408123
6,1.5150398
7,3.621145
8,1.2290157
9,3.2650566
10,0.4647283
11,1.1567061
12,2.660414
13,1.4736197
14,0.9950112
15,2.8223276
16,1.3998126
17,3.7016873
18,1.2307832
19,3.3054647
20,0.694073
21,1.1636099
22,0.9666807
23,1.736845
24,1.5935351
25,0.7424289
26,1.560917
27,2.1118536
28,1.4132904
29,2.2765026
30,0.38413483
31,1.3082534
32,1.4817257
33,0.6770983
34,1.0843585
35,1.4936975
36,0.6338971
37,2.4383495
38,1.0473788
39,1.7477851
40,0.6793301
41,0.96034926
42,2.189348
43,1.488305
44,1.5443751
45,2.007101
46,1.8916888
47,2.2874143
48,0.85006225
49,1.7501168
