edge_index,distance
0,0.29591623
1,1.776846
2,1.4607952
3,2.4562914
4,1.883063
5,1.546942
6,2.5566974
7,0.8139728
8,2.8030288
9,2.0757833
10,0.1986187
11,2.3216867
12,1.7790248
13,2.3776665
14,2.2472982
15,1.622683
16,2.1985533
17,1.292448
18,2.884965
19,1.5947251
20,0.29975566
21,1.5252988
22,0.33613995
23,0.82567143
24,1.3048106
25,0.5236564
26,1.0509818
27,1.5497936
28,2.0383844
29,0.5429383
30,0.359934
31,1.8433512
32,1.0906554
33,2.082952
34,1.9222668
35,1.1581652
36,2.0861251
37,0.9517873
38,2.8273172
39,1.9694995
40,0.41129977
41,2.0807128
42,1.0674142
43,2.1981957
44,2.284743
45,1.301408
46,2.3630288
47,1.183217
48,2.8548067
49,2.107864
