edge_index,distance
0,0.13326862
1,2.1389627
2,1.6825665
3,2.067099
4,2.1360445
5,1.7790121
6,2.0085435
7,2.444937
8,1.2566833
9,3.1379743
10,0.2978119
11,1.1491419
12,1.536776
13,1.1831247
14,1.275488
15,1.7990013
16,1.1069325
17,1.7519857
18,0.97281045
19,2.4548125
20,0.34595484
21,2.2594106
22,1.1972522
23,2.215218
24,2.2924237
25,1.1822653
26,2.2489846
27,2.2217083
28,1.2380873
29,2.7497144
30,0.31030086
31,1.3364804
32,1.1342014
33,1.0382047
34,1.531458
35,1.09546
36,1.2684004
37,1.5537552
38,0.782829
39,1.9094535
40,0.45270512
41,2.3533967
42,1.0076798
43,2.5737042
44,2.2103715
45,1.1127264
46,2.2459188
47,1.7782542
48,1.393406
49,2.4177403
