edge_index,distance
0,0.0526485
1,1.8018279
2,1.0835829
3,0.7075528
4,1.7675209
5,1.0981307
6,0.73300934
7,2.6442113
8,2.3831542
9,0.4092424
10,0.0998537
11,1.2698433
12,1.3447474
13,0.82705075
14,1.2556757
15,1.4368702
16,0.9148733
17,2.5172043
18,2.0320635
19,0.5349716
20,0.194622
21,1.8900604
22,0.8325937
23,0.5849559
24,1.8550009
25,0.8951419
26,0.68164
27,1.832826
28,2.059961
29,0.350389
30,0.38751152
31,1.5706095
32,1.2148738
33,0.30844143
34,1.8799948
35,1.5974609
36,0.629814
37,1.1669043
38,1.6308227
39,0.9739961
40,0.12984715
41,1.1588968
42,1.286723
43,0.75132316
44,1.1855087
45,1.377301
46,0.8381598
47,1.899892
48,1.3416139
49,0.5713427
