edge_index,distance
0,0.20186815
1,0.7436386
2,0.11552723
3,0.570917
4,0.932724
5,0.22850537
6,0.7617411
7,0.7120603
8,0.17644797
9,0.5446064
10,0.1278007
11,1.0016648
12,0.07243355
13,1.0499696
14,1.0417567
15,0.13499789
16,1.088223
17,1.0334548
18,0.10195461
19,1.0827179
20,0.50854844
21,1.3358537
22,0.1340366
23,0.49444416
24,1.348887
25,0.48993406
26,0.7541806
27,1.3223331
28,0.87531143
29,0.45795023
30,0.14054619
31,1.0822165
32,0.07126275
33,1.0693673
34,1.1188662
35,0.13177578
36,1.1053574
37,1.0939842
38,0.14034909
39,1.0811242
40,0.2582645
41,1.4307911
42,0.08827967
43,1.2159377
44,1.4453163
45,0.17855819
46,1.2321231
47,1.40703
48,0.28106424
49,1.1906568
