edge_index,distance
0,0.73582995
1,1.6467097
2,2.3294196
3,1.7004696
4,1.5396947
5,2.8024523
6,1.5968777
7,2.4984906
8,0.35728288
9,2.2224836
10,0.41032296
11,1.6893574
12,2.4195685
13,1.7440593
14,1.6851171
15,2.3937
16,1.730719
17,2.2305167
18,0.44054022
19,1.9136213
20,0.35370028
21,1.8738296
22,2.0609975
23,1.8297806
24,1.9513733
25,2.0768018
26,1.8782095
27,0.8637632
28,0.39365882
29,0.6159507
30,0.9265188
31,1.0990837
32,1.5097774
33,1.0366907
34,1.270327
35,1.9250774
36,1.1643486
37,1.468831
38,0.36620516
39,1.5721494
40,0.5625616
41,1.7969335
42,2.0117233
43,1.6764972
44,1.9361659
45,2.4208727
46,1.8417712
47,1.6831983
48,0.25983742
49,1.5760491
