edge_index,distance
0,0.54792064
1,0.99705535
2,1.0853328
3,1.2614409
4,0.4743185
5,0.585139
6,0.7672006
7,0.22876522
8,0.35589907
9,0.40005141
10,0.21886317
11,1.0237675
12,1.1444921
13,1.0822138
14,1.00325
15,1.1716112
16,1.0041538
17,0.41091093
18,0.4538668
19,0.862428
20,0.40298468
21,1.0062642
22,1.4968753
23,1.0381261
24,0.71396816
25,1.2227309
26,0.6805067
27,0.6020342
28,0.4977487
29,0.9511627
30,0.17640246
31,0.7376837
32,1.3862582
33,0.71692616
34,0.71968853
35,1.4176059
36,0.648104
37,0.7841985
38,0.3530281
39,1.1144415
40,0.5327348
41,1.0353116
42,1.3618804
43,1.1775331
44,0.5706832
45,0.9111292
46,0.704085
47,0.3927589
48,0.46722803
49,0.7368091
