edge_index,distance
0,0.15888378
1,0.56253105
2,1.3434362
3,1.540846
4,0.51215065
5,1.4242423
6,1.5392572
7,1.4826908
8,1.9667703
9,1.3686554
10,0.16646229
11,0.5733786
12,1.3313307
13,1.670974
14,0.53579277
15,1.4485111
16,1.7223802
17,1.5779322
18,2.1465194
19,1.3624285
20,0.39859003
21,1.0750744
22,1.5357568
23,1.8429695
24,1.0261211
25,1.598095
26,2.0066514
27,1.2269794
28,2.5476015
29,1.9318936
30,0.37102085
31,0.7340226
32,1.3143481
33,2.3049855
34,0.68197256
35,1.578575
36,2.6199787
37,1.449904
38,2.790412
39,1.739272
40,0.32513377
41,0.42355672
42,1.0490464
43,1.8837918
44,0.5548331
45,1.329336
46,1.9362154
47,1.2326303
48,2.2054942
49,1.719315
