edge_index,distance
0,0.24926075
1,1.4188625
2,1.7686473
3,0.9385512
4,1.3302002
5,1.9621578
6,1.0507332
7,2.8948548
8,2.263045
9,1.6892493
10,0.5201959
11,0.9829523
12,1.3193147
13,0.83712053
14,1.0081599
15,1.6421801
16,1.2385418
17,2.1562812
18,1.6136935
19,1.361017
20,0.29771268
21,1.3258293
22,1.0488782
23,0.27893794
24,1.4532375
25,0.79080635
26,0.16869922
27,1.8357012
28,1.4569213
29,0.8752558
30,0.3926773
31,0.9580253
32,1.2923207
33,0.9863223
34,1.0892483
35,1.4096109
36,0.98518807
37,1.9914495
38,1.5780743
39,1.2847395
40,0.40660426
41,0.5544902
42,1.4959133
43,1.0776224
44,0.51595825
45,1.6004788
46,1.2957602
47,1.7676941
48,1.3929795
49,1.0105612
