edge_index,distance
0,0.21849044
1,1.7511886
2,1.2331011
3,1.1984874
4,1.7502824
5,1.3396717
6,1.2696837
7,1.7178466
8,1.7423468
9,0.58828807
10,0.39186168
11,1.6344143
12,1.4488254
13,1.08155
14,1.7356118
15,1.6097168
16,1.2553527
17,1.8061727
18,1.8432865
19,0.9038405
20,0.96763235
21,1.6337353
22,2.1681821
23,0.563646
24,2.1115968
25,2.9623153
26,0.6654341
27,2.075298
28,1.8250799
29,2.3821833
30,1.0405632
31,1.9065106
32,1.6240296
33,0.8340646
34,2.082367
35,2.0780566
36,0.98440206
37,1.8532581
38,1.9162078
39,1.7878805
40,1.1995299
41,1.5841565
42,1.2079872
43,1.1814827
44,2.6727328
45,2.2033844
46,1.9278091
47,1.450846
48,1.8421328
49,0.69885623
