edge_index,distance
0,0.21520583
1,0.32976907
2,0.76397973
3,0.8003246
4,0.4404824
5,0.78757066
6,0.8902179
7,1.0612115
8,1.0009065
9,0.40454817
10,0.3889889
11,0.28475174
12,0.7597671
13,0.9750096
14,0.5312832
15,0.55698246
16,0.84445965
17,0.99981046
18,1.2021835
19,0.36006194
20,0.6432165
21,0.33469385
22,0.29538366
23,0.9065913
24,0.934789
25,0.36559704
26,0.453814
27,0.6208882
28,1.238222
29,0.6216232
30,0.45009434
31,0.24319896
32,0.7987224
33,0.96961606
34,0.58496094
35,0.574933
36,0.8448364
37,1.0220314
38,1.1896702
39,0.33220825
40,0.42442334
41,0.30459788
42,0.6997445
43,0.9625943
44,0.6565148
45,0.50394475
46,0.79924893
47,0.9978232
48,1.2644277
49,0.39340776
