edge_index,distance
0,0.22923459
1,0.57775676
2,2.1804483
3,1.1661739
4,0.6871379
5,2.187824
6,1.1314195
7,2.7089238
8,1.5920734
9,2.2387857
10,0.24095072
11,0.96873003
12,1.6648724
13,1.0690149
14,0.84534913
15,1.8334345
16,1.1738557
17,2.5392435
18,1.7867025
19,1.9625078
20,0.43111998
21,1.0409029
22,0.95042074
23,0.46687487
24,0.80801725
25,1.3465642
26,0.61160624
27,1.6524935
28,1.2915761
29,1.3177645
30,0.48065895
31,0.66278607
32,1.3490638
33,0.45941168
34,0.5630772
35,1.7421694
36,0.50788563
37,1.5217654
38,0.9299916
39,1.4183118
40,0.5726271
41,0.6312405
42,1.9650515
43,0.74145496
44,0.52807444
45,2.2005205
46,1.0003338
47,2.1708336
48,1.1422853
49,1.7070355
