edge_index,distance
0,0.16334392
1,2.1942136
2,2.2871454
3,0.7548382
4,2.2836616
5,2.3475554
6,0.886722
7,0.400601
8,1.6380898
9,1.8058274
10,0.06559253
11,1.8336585
12,1.9580683
13,0.7111935
14,1.8343089
15,1.9490863
16,0.74693495
17,0.29570106
18,1.4389347
19,1.6295412
20,0.22040793
21,2.2708435
22,2.2578785
23,0.4330898
24,2.1984575
25,2.2573428
26,0.6009396
27,0.9833423
28,2.0986443
29,1.9891673
30,0.29478443
31,2.5398128
32,2.0617726
33,0.40748224
34,2.7317357
35,2.135656
36,0.6538719
37,1.1750268
38,2.139009
39,1.7490987
40,0.040217884
41,2.8677514
42,2.7877045
43,0.91151994
44,2.8521142
45,2.7730818
46,0.89496917
47,0.41212675
48,2.0085137
49,1.9829819
