edge_index,distance
0,0.55826366
1,1.2236552
2,1.6224866
3,1.7333245
4,1.1387787
5,2.0894592
6,2.1927037
7,2.7004101
8,2.6970978
9,0.86528313
10,0.37552103
11,1.1546857
12,1.3258358
13,0.9355453
14,1.4367261
15,1.5626831
16,1.1571574
17,2.1018636
18,1.8380694
19,0.4659276
20,1.0641991
21,0.6965577
22,1.1625493
23,0.92614913
24,1.4872645
25,2.09577
26,1.7354342
27,1.5639046
28,1.4430102
29,0.58395535
30,0.33213988
31,1.2882506
32,1.6629952
33,2.7400756
34,1.1082191
35,1.6008123
36,2.7216148
37,1.7536535
38,2.4880638
39,1.5427505
40,0.6739748
41,0.85077894
42,1.9203678
43,1.815213
44,0.77254474
45,1.8324301
46,1.8455026
47,2.002421
48,2.1273897
49,0.9642727
