edge_index,distance
0,1.0958308
1,0.20694932
2,0.841579
3,4.3107195
4,1.1444048
5,1.4610031
6,5.308955
7,1.0106477
8,4.2223186
9,4.656274
10,2.1753883
11,0.4608311
12,1.081726
13,10.203164
14,1.790994
15,1.9740126
16,12.3199005
17,1.174217
18,10.626921
19,10.664719
20,0.8669269
21,0.31615555
22,0.66294014
23,3.7091024
24,1.0323304
25,1.3481042
26,4.4293056
27,0.82272184
28,3.4421751
29,3.7603478
30,1.990946
31,0.46272326
32,1.4184079
33,8.909698
34,1.603359
35,1.7305844
36,10.788888
37,1.3495001
38,9.324078
39,10.064343
40,1.167718
41,0.77103025
42,1.5039984
43,3.4672046
44,1.0451623
45,1.7989756
46,4.3083496
47,1.1015025
48,3.4024935
49,3.6471918
