edge_index,distance
0,0.24200146
1,1.416186
2,0.7193697
3,1.3564192
4,1.3970132
5,0.7014119
6,1.4156404
7,0.7088416
8,0.44520065
9,0.7690155
10,0.16348311
11,1.2745606
12,0.72121567
13,1.1577109
14,1.3263441
15,0.7617968
16,1.250036
17,0.5651319
18,0.43066704
19,0.5883197
20,0.3371656
21,1.2213238
22,0.53942865
23,1.2908285
24,1.1230079
25,0.4540205
26,1.3314166
27,0.72106045
28,0.5402046
29,0.88909054
30,0.26567233
31,1.6738601
32,0.8788134
33,1.6708888
34,1.5582336
35,0.7555607
36,1.6052594
37,0.8075
38,0.37313178
39,0.87735844
40,0.3759032
41,0.92205954
42,0.3041058
43,0.93376905
44,0.65755403
45,0.26757124
46,0.9528398
47,0.64537144
48,0.58998555
49,0.7994296
