edge_index,distance
0,0.22698565
1,1.3836145
2,1.9431058
3,1.8348746
4,1.4842826
5,2.037541
6,1.9024655
7,0.5998696
8,0.97184837
9,0.78670317
10,0.26981607
11,1.8751235
12,2.4039855
13,2.4475691
14,1.6789354
15,2.2486398
16,2.349667
17,0.750196
18,1.2949785
19,0.7863042
20,0.24926402
21,2.0694246
22,2.9544566
23,3.077339
24,1.8604672
25,2.7677445
26,2.9305818
27,0.9812916
28,1.4542834
29,0.7624145
30,0.054878164
31,1.2315254
32,1.9281217
33,2.7706163
34,1.2534093
35,1.9596255
36,2.8017728
37,0.9077845
38,2.0039008
39,1.1868272
40,0.19900006
41,0.9764594
42,0.71278554
43,1.4426775
44,1.0491456
45,0.8404881
46,1.638586
47,0.53509474
48,1.4897436
49,1.1452223
