edge_index,distance
0,0.1840785
1,1.2320138
2,0.9259257
3,1.8112154
4,1.1940955
5,0.81781787
6,1.8688909
7,1.0148864
8,1.180431
9,2.0852506
10,0.12849678
11,1.0946198
12,0.43675613
13,1.5821711
14,1.1751742
15,0.49735573
16,1.6168777
17,0.8905159
18,0.79471475
19,1.5414963
20,0.13089107
21,1.2720605
22,0.6290274
23,1.8458948
24,1.333144
25,0.6368756
26,1.9335207
27,1.0063351
28,0.91180223
29,1.811907
30,0.09103
31,1.308534
32,0.79930156
33,1.6573153
34,1.3567021
35,0.8360833
36,1.7017069
37,0.9937366
38,0.9090267
39,1.7507364
40,0.4673361
41,0.92112935
42,0.48211768
43,1.6210854
44,0.5942583
45,0.19182277
46,1.5478823
47,0.7586305
48,1.0567381
49,1.7173816
