edge_index,distance
0,0.27451062
1,1.7123581
2,1.6959798
3,1.250731
4,1.5960432
5,1.5505801
6,1.0872165
7,2.3547962
8,1.4410334
9,0.95575464
10,0.14496025
11,1.716894
12,1.64196
13,1.2223411
14,1.7128265
15,1.5824277
16,1.1877755
17,2.496535
18,1.5829467
19,0.9562342
20,0.54290396
21,1.27288
22,0.96569777
23,0.8004732
24,1.2736821
25,1.268584
26,0.96353495
27,1.4675164
28,1.0683386
29,0.42597744
30,0.5561364
31,1.2236905
32,1.7251544
33,1.0250465
34,1.2898239
35,1.5815594
36,0.9156345
37,1.6920049
38,0.8657036
39,0.90999967
40,0.432611
41,1.8236592
42,1.749759
43,1.2091804
44,1.6552467
45,1.5775094
46,0.97167504
47,2.423409
48,1.614738
49,0.8392241
