episode_number,reward,actual_snd,target_snd,eval_iter
0,0.10679527837783098,0.646935463398695,0.6151876481724721,0
1,1.8236280102282763,0.5750050953030587,0.5786338732356117,0
2,3.1852115911245344,0.6223747919499875,0.6289275045533782,0
3,4.12645487010479,0.7508218440413476,0.774662489879806,0
4,4.428892326354981,0.8758592464029789,0.9065292793692965,0
5,4.5511616098880765,0.9566853627562523,0.9744714827587206,0
6,4.799191608428955,0.9800762261450291,1.0020176146711621,0
7,4.6947545099258425,0.9614425040781498,0.9782494149424813,0
8,4.769851706027985,0.9852475759387016,1.0065211903075784,0
9,4.85906286239624,1.0030291283130646,1.0128341878835971,0
10,4.878515655398369,1.0068638089299202,1.0447378881434177,0
11,4.8181047809124,1.0307404524087906,1.0502438557775398,0
12,4.972997481822968,1.02465502679348,1.0441609597900539,0
13,5.0379982650279995,1.050031766295433,1.0740395865092676,0
14,5.136986617445945,1.0854725277423858,1.1051825962020356,0
15,5.063227587938309,1.1081863820552826,1.1256517592920077,0
16,5.129205441474914,1.1265482580661774,1.1481296736366895,0
17,5.042734369039535,1.1341180998086928,1.1764886969079573,0
18,5.137192044258118,1.183588164448738,1.2057509321977598,0
19,5.083027782440186,1.2023786076903342,1.2423623712623821,0
20,5.110832381248474,1.2374575757980346,1.2675416352702122,0
21,5.109545990228653,1.2758607849478723,1.2989014153628005,0
22,5.179115796089173,1.2970730221271516,1.3303304633708914,0
23,5.088799126148224,1.3279906669259072,1.3499859797733802,0
24,5.14215242266655,1.3364542090892793,1.3538362480173207,0
25,5.155998187065125,1.3532115232944488,1.380282652253906,0
26,5.201649339199066,1.3936118173599243,1.413072403233785,0
27,5.1347937226295475,1.4172338125109674,1.4304230870659818,0
28,5.116396888494491,1.4141132193803787,1.4658095380481408,0
29,5.213240278959274,1.4575435879826546,1.4666787471090044,0
30,5.131497060060501,1.4522209167480469,1.5094740729582936,0
31,5.169656150341034,1.5047591176629067,1.5349311058961073,0
32,5.107720459699631,1.5013078403472901,1.5151423203448455,0
33,5.061869386434555,1.5239619940519333,1.5385108973298753,0
34,5.170815907716751,1.5357333302497864,1.5491707361850542,0
35,5.059560772180557,1.5410774970054626,1.5480819034576416,0
36,5.07388610124588,1.5377009198069573,1.5435169648449376,0
37,5.197248568534851,1.5137528783082963,1.539445388073824,0
38,5.270682394504547,1.5048199072480202,1.5323198946934302,0
39,5.09999712228775,1.5251787969470023,1.5605018972134104,0
40,5.077391759157181,1.5243554148077965,1.5376524539220902,0
41,5.096055725812912,1.5105705803632736,1.529727222919464,0
42,5.174434629678726,1.5230213809013367,1.5766081911452272,0
43,5.152617377042771,1.546150068640709,1.5755497154436613,0
44,5.126413058042527,1.5431043350696563,1.5681793759170088,0
45,5.0832143187522885,1.5375488740205765,1.5472057206290108,0
46,4.986711528599262,1.5386637845635414,1.5291522619793716,0
47,5.080807529687881,1.5147735947370529,1.5344827212009233,0
48,5.182680721580982,1.5061908715963364,1.5363512117907685,0
49,5.0048963785171505,1.5138279384374618,1.5267877466273758,0
50,4.92679323375225,1.4788229137659072,1.4840180639709746,0
51,4.925276452153921,1.4589303237199784,1.4542398408194568,0
52,4.952659446001053,1.4384620898962022,1.436530484228718,0
53,4.871241076290607,1.414189645946026,1.43697974310731,0
54,5.001375404298305,1.4154777473211289,1.4403311896782656,0
